Source;Target;Type;Weight
17;38;directed;1
17;34;directed;1
17;38;directed;1
16;34;directed;1
16;34;directed;1
16;34;directed;1
16;34;directed;1
16;34;directed;1
16;34;directed;1
16;34;directed;1
16;34;directed;1
16;37;directed;1
16;34;directed;1
16;34;directed;1
16;34;directed;1
16;34;directed;1
16;34;directed;1
16;34;directed;1
16;34;directed;1
16;34;directed;1
16;34;directed;1
16;34;directed;1
16;34;directed;1
16;34;directed;1
16;34;directed;1
16;38;directed;1
16;38;directed;1
16;38;directed;1
16;38;directed;1
16;34;directed;1
16;34;directed;1
14;34;directed;1
14;35;directed;1
14;34;directed;1
14;34;directed;1
14;35;directed;1
14;34;directed;1
14;35;directed;1
14;35;directed;1
14;34;directed;1
14;38;directed;1
14;38;directed;1
14;35;directed;1
14;34;directed;1
14;34;directed;1
14;37;directed;1
14;34;directed;1
14;38;directed;1
14;39;directed;1
14;38;directed;1
14;34;directed;1
14;34;directed;1
14;35;directed;1
14;34;directed;1
14;34;directed;1
14;35;directed;1
14;35;directed;1
14;34;directed;1
14;34;directed;1
14;38;directed;1
14;34;directed;1
14;40;directed;1
14;34;directed;1
14;34;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;;directed;1
16;38;directed;1
17;38;directed;1
17;38;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;35;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;38;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;34;directed;1
14;;directed;1
14;;directed;1
14;36;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;35;directed;1
14;;directed;1
14;35;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;34;directed;1
14;;directed;1
14;35;directed;1
14;35;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;34;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;34;directed;1
16;35;directed;1
16;35;directed;1
16;35;directed;1
16;35;directed;1
16;35;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;54;directed;1
14;;directed;1
14;34;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
17;38;directed;1
17;34;directed;1
17;38;directed;1
17;38;directed;1
17;38;directed;1
17;34;directed;1
17;;directed;1
17;38;directed;1
17;;directed;1
17;38;directed;1
17;38;directed;1
17;38;directed;1
17;38;directed;1
17;38;directed;1
17;38;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;34;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;34;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;36;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;;directed;1
14;34;directed;1
14;34;directed;1
14;;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;36;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;36;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;35;directed;1
14;35;directed;1
14;34;directed;1
14;35;directed;1
14;35;directed;1
14;34;directed;1
14;35;directed;1
14;35;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;35;directed;1
14;38;directed;1
14;35;directed;1
14;36;directed;1
14;34;directed;1
14;35;directed;1
14;35;directed;1
14;35;directed;1
14;35;directed;1
14;34;directed;1
14;35;directed;1
14;35;directed;1
14;35;directed;1
14;35;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;36;directed;1
14;40;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;35;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;35;directed;1
14;35;directed;1
14;35;directed;1
14;35;directed;1
14;35;directed;1
14;35;directed;1
14;35;directed;1
14;35;directed;1
14;35;directed;1
14;34;directed;1
14;40;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;35;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;35;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;;directed;1
16;35;directed;1
16;;directed;1
16;34;directed;1
16;34;directed;1
16;34;directed;1
16;34;directed;1
16;34;directed;1
16;35;directed;1
16;35;directed;1
16;35;directed;1
16;35;directed;1
16;35;directed;1
16;35;directed;1
16;34;directed;1
16;34;directed;1
16;34;directed;1
16;35;directed;1
16;35;directed;1
16;;directed;1
16;35;directed;1
16;35;directed;1
16;35;directed;1
16;35;directed;1
16;35;directed;1
16;35;directed;1
16;35;directed;1
16;35;directed;1
16;35;directed;1
16;35;directed;1
16;34;directed;1
16;34;directed;1
16;34;directed;1
17;38;directed;1
17;38;directed;1
17;38;directed;1
17;38;directed;1
17;38;directed;1
17;38;directed;1
17;38;directed;1
17;38;directed;1
17;38;directed;1
17;38;directed;1
17;38;directed;1
17;38;directed;1
17;38;directed;1
17;38;directed;1
17;38;directed;1
17;38;directed;1
17;38;directed;1
17;;directed;1
17;;directed;1
17;38;directed;1
17;38;directed;1
17;38;directed;1
16;;directed;1
16;51;directed;1
16;35;directed;1
16;35;directed;1
16;35;directed;1
16;34;directed;1
16;34;directed;1
16;;directed;1
16;;directed;1
16;34;directed;1
16;34;directed;1
16;34;directed;1
16;34;directed;1
16;34;directed;1
16;34;directed;1
16;34;directed;1
16;34;directed;1
16;39;directed;1
16;39;directed;1
16;34;directed;1
16;;directed;1
16;34;directed;1
16;;directed;1
16;;directed;1
16;34;directed;1
16;37;directed;1
16;37;directed;1
16;37;directed;1
16;37;directed;1
16;37;directed;1
16;37;directed;1
16;37;directed;1
16;38;directed;1
16;37;directed;1
16;38;directed;1
16;37;directed;1
16;38;directed;1
16;37;directed;1
16;38;directed;1
16;37;directed;1
16;38;directed;1
16;37;directed;1
16;37;directed;1
16;34;directed;1
16;38;directed;1
16;41;directed;1
16;38;directed;1
16;41;directed;1
16;38;directed;1
16;38;directed;1
16;38;directed;1
16;38;directed;1
16;38;directed;1
16;38;directed;1
16;38;directed;1
16;38;directed;1
16;38;directed;1
16;38;directed;1
17;34;directed;1
16;34;directed;1
16;34;directed;1
16;34;directed;1
16;37;directed;1
16;37;directed;1
16;41;directed;1
16;38;directed;1
16;38;directed;1
17;38;directed;1
17;34;directed;1
17;34;directed;1
17;34;directed;1
17;34;directed;1
17;34;directed;1
17;34;directed;1
17;38;directed;1
17;35;directed;1
17;35;directed;1
17;35;directed;1
17;35;directed;1
17;34;directed;1
17;34;directed;1
17;35;directed;1
17;34;directed;1
17;34;directed;1
17;34;directed;1
17;34;directed;1
17;34;directed;1
17;34;directed;1
17;34;directed;1
17;38;directed;1
17;34;directed;1
17;38;directed;1
17;38;directed;1
17;38;directed;1
17;34;directed;1
17;38;directed;1
17;34;directed;1
17;34;directed;1
17;35;directed;1
17;35;directed;1
17;38;directed;1
17;34;directed;1
17;34;directed;1
17;34;directed;1
17;35;directed;1
17;38;directed;1
17;38;directed;1
17;38;directed;1
17;38;directed;1
17;34;directed;1
17;35;directed;1
17;34;directed;1
17;34;directed;1
17;35;directed;1
17;34;directed;1
17;38;directed;1
17;35;directed;1
17;35;directed;1
17;35;directed;1
17;35;directed;1
17;35;directed;1
17;35;directed;1
17;35;directed;1
17;35;directed;1
17;35;directed;1
17;35;directed;1
17;35;directed;1
17;35;directed;1
17;35;directed;1
17;34;directed;1
17;34;directed;1
17;34;directed;1
17;34;directed;1
17;37;directed;1
17;37;directed;1
17;37;directed;1
17;38;directed;1
17;38;directed;1
17;38;directed;1
17;38;directed;1
17;38;directed;1
17;38;directed;1
17;38;directed;1
17;;directed;1
17;38;directed;1
17;38;directed;1
17;38;directed;1
16;38;directed;1
16;38;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;40;directed;1
14;40;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;36;directed;1
14;35;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;35;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;35;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;35;directed;1
14;35;directed;1
14;34;directed;1
14;34;directed;1
14;35;directed;1
14;34;directed;1
14;34;directed;1
14;36;directed;1
14;36;directed;1
14;36;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;;directed;1
14;36;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;35;directed;1
14;35;directed;1
14;35;directed;1
14;35;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;34;directed;1
14;36;directed;1
14;36;directed;1
14;36;directed;1
14;36;directed;1
14;36;directed;1
14;36;directed;1
14;36;directed;1
14;36;directed;1
14;36;directed;1
14;36;directed;1
14;36;directed;1
14;36;directed;1
14;;directed;1
14;34;directed;1
14;36;directed;1
14;36;directed;1
14;36;directed;1
14;34;directed;1
14;34;directed;1
14;;directed;1
14;34;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;34;directed;1
19;34;directed;1
19;42;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;38;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;37;directed;1
18;34;directed;1
18;34;directed;1
19;34;directed;1
19;34;directed;1
19;38;directed;1
18;38;directed;1
18;38;directed;1
19;35;directed;1
18;38;directed;1
18;38;directed;1
19;42;directed;1
19;42;directed;1
18;34;directed;1
18;34;directed;1
19;34;directed;1
18;34;directed;1
18;38;directed;1
18;34;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
19;34;directed;1
19;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;37;directed;1
18;37;directed;1
18;38;directed;1
18;38;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;42;directed;1
18;38;directed;1
18;34;directed;1
18;34;directed;1
18;40;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
19;34;directed;1
19;38;directed;1
19;38;directed;1
18;37;directed;1
18;37;directed;1
18;37;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;38;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
19;34;directed;1
19;38;directed;1
19;37;directed;1
19;38;directed;1
18;34;directed;1
18;34;directed;1
18;39;directed;1
18;38;directed;1
18;38;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;37;directed;1
18;37;directed;1
18;37;directed;1
18;37;directed;1
18;34;directed;1
18;37;directed;1
18;40;directed;1
18;40;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;38;directed;1
18;34;directed;1
18;34;directed;1
18;42;directed;1
18;42;directed;1
18;42;directed;1
18;38;directed;1
18;38;directed;1
18;34;directed;1
18;41;directed;1
18;37;directed;1
18;34;directed;1
18;34;directed;1
18;37;directed;1
18;38;directed;1
19;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;38;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;37;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;40;directed;1
18;38;directed;1
18;34;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
19;34;directed;1
19;34;directed;1
18;34;directed;1
18;38;directed;1
18;38;directed;1
19;34;directed;1
18;38;directed;1
18;34;directed;1
18;34;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;34;directed;1
18;34;directed;1
18;38;directed;1
18;38;directed;1
18;34;directed;1
18;38;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;35;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
19;34;directed;1
18;42;directed;1
18;42;directed;1
18;39;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;37;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;38;directed;1
18;38;directed;1
18;34;directed;1
18;34;directed;1
19;34;directed;1
18;35;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;38;directed;1
18;34;directed;1
18;34;directed;1
18;38;directed;1
18;38;directed;1
18;34;directed;1
18;39;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;38;directed;1
18;38;directed;1
19;34;directed;1
18;34;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;35;directed;1
18;34;directed;1
18;38;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;38;directed;1
18;38;directed;1
18;34;directed;1
18;37;directed;1
18;34;directed;1
18;38;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;38;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;38;directed;1
18;34;directed;1
18;34;directed;1
18;41;directed;1
18;34;directed;1
18;34;directed;1
18;38;directed;1
18;38;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;38;directed;1
18;34;directed;1
18;38;directed;1
18;41;directed;1
18;34;directed;1
18;34;directed;1
18;38;directed;1
18;34;directed;1
18;34;directed;1
18;38;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;40;directed;1
18;34;directed;1
18;38;directed;1
18;34;directed;1
18;34;directed;1
18;37;directed;1
18;34;directed;1
18;38;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;37;directed;1
18;38;directed;1
18;38;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;38;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;38;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;39;directed;1
18;34;directed;1
18;34;directed;1
18;38;directed;1
18;34;directed;1
18;34;directed;1
19;34;directed;1
18;34;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;34;directed;1
19;42;directed;1
19;42;directed;1
19;42;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;38;directed;1
18;34;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;39;directed;1
18;39;directed;1
20;34;directed;1
20;34;directed;1
18;38;directed;1
18;38;directed;1
18;34;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;34;directed;1
18;38;directed;1
18;38;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;34;directed;1
18;38;directed;1
18;34;directed;1
18;34;directed;1
18;37;directed;1
18;34;directed;1
18;39;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;42;directed;1
18;38;directed;1
19;34;directed;1
19;34;directed;1
18;42;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;37;directed;1
18;35;directed;1
18;38;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;42;directed;1
18;37;directed;1
18;35;directed;1
18;38;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;38;directed;1
18;37;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;34;directed;1
18;38;directed;1
18;34;directed;1
18;38;directed;1
18;34;directed;1
18;34;directed;1
18;38;directed;1
18;34;directed;1
18;34;directed;1
18;38;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;38;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
19;42;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;34;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;38;directed;1
18;38;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;35;directed;1
18;35;directed;1
18;35;directed;1
18;35;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
19;34;directed;1
19;34;directed;1
18;34;directed;1
18;34;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;34;directed;1
18;37;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;34;directed;1
18;34;directed;1
18;38;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;38;directed;1
18;38;directed;1
18;37;directed;1
18;37;directed;1
18;37;directed;1
18;34;directed;1
20;34;directed;1
20;34;directed;1
18;34;directed;1
18;34;directed;1
18;38;directed;1
;34;directed;1
18;38;directed;1
18;34;directed;1
18;34;directed;1
18;38;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
19;34;directed;1
19;34;directed;1
19;34;directed;1
19;42;directed;1
18;34;directed;1
18;34;directed;1
18;38;directed;1
18;34;directed;1
18;37;directed;1
18;34;directed;1
18;34;directed;1
18;38;directed;1
18;37;directed;1
18;34;directed;1
18;34;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;38;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;37;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;38;directed;1
18;34;directed;1
18;34;directed;1
18;37;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;34;directed;1
18;41;directed;1
18;34;directed;1
18;37;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
20;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;38;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;38;directed;1
18;38;directed;1
18;34;directed;1
18;34;directed;1
18;35;directed;1
18;38;directed;1
18;34;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;34;directed;1
18;38;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;38;directed;1
18;34;directed;1
18;34;directed;1
18;37;directed;1
18;34;directed;1
18;37;directed;1
18;37;directed;1
18;34;directed;1
18;34;directed;1
18;38;directed;1
18;35;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;37;directed;1
18;37;directed;1
18;37;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;42;directed;1
18;42;directed;1
18;42;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;37;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;38;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;37;directed;1
18;38;directed;1
18;34;directed;1
18;38;directed;1
18;38;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;37;directed;1
18;34;directed;1
18;38;directed;1
18;38;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;34;directed;1
18;34;directed;1
18;39;directed;1
18;39;directed;1
18;34;directed;1
18;34;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;38;directed;1
18;34;directed;1
18;34;directed;1
18;37;directed;1
18;34;directed;1
19;37;directed;1
19;34;directed;1
19;34;directed;1
19;34;directed;1
19;34;directed;1
19;34;directed;1
19;34;directed;1
19;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;38;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
19;37;directed;1
18;34;directed;1
18;38;directed;1
18;34;directed;1
18;38;directed;1
18;38;directed;1
18;;directed;1
18;38;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;37;directed;1
18;34;directed;1
18;34;directed;1
18;39;directed;1
18;39;directed;1
18;34;directed;1
18;34;directed;1
18;38;directed;1
18;38;directed;1
18;34;directed;1
18;34;directed;1
21;37;directed;1
18;34;directed;1
18;34;directed;1
18;34;directed;1
18;37;directed;1
